norm_id;stofnaam;casnummer;aquocode;categorie;compartiment;norm;waarde;eenheid;compartimentcode;compartimentomschrijving;grootheidcode;grootheidomschrijving;hoedanigheidcode;hoedanigheidomschrijving;waardebewerkingsmethodecode;waardebewerkingsmethodeomschrijving
1726;barium;7440-39-3;Ba;Milieu;Grondwater;Grondwater diep landelijke achtergrondconcentratie (AC) (opgelost);200;µg/l;GW;Grondwater;CONCTTE;(massa)Concentratie;nf;na filtratie;Nee;
1727;barium;7440-39-3;Ba;Milieu;Grondwater;Standaardwaarden grondwater (inclusief AC) (opgelost);200;µg/l;GW;Grondwater;CONCTTE;(massa)Concentratie;nf;na filtratie;Nee;
1728;barium;7440-39-3;Ba;Milieu;Grondwater;Signaleringsparameter  beoordeling grondwatersanering (opgelost);625;µg/l;GW;Grondwater;CONCTTE;(massa)Concentratie;nf;na filtratie;Nee;
1731;barium;7440-39-3;Ba;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren achtergrondconcentratie (opgelost);22;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);NVT;Niet van toepassing
1732;barium;7440-39-3;Ba;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren wettelijk JG-MKN (opgelost);93;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);JGM;Jaargemiddelde
1733;barium;7440-39-3;Ba;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren wettelijk MAC-MKN (opgelost);1100;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);MAX;Maximum
1736;barium;7440-39-3;Ba;Milieu;Sediment;Sediment MTR (standaard Sediment met 10% organisch materiaal);200;mg/kg;BS;Bodem/Sediment;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;;
1737;barium;7440-39-3;Ba;Milieu;Oppervlaktewater zoet;log Kp l/kg (zwevend stof);3,13;;OW;Oppervlaktewater;NVT;Niet van toepassing;NVT;Niet van toepassing;NVT;Niet van toepassing
1738;barium;7440-39-3;Ba;Milieu;Oppervlaktewater voor drinkwaterbereiding;Oppervlaktewater voor drinkwaterbereiding (gericht op waterbeheerder);200;µg/l;;;;;;;;
1739;barium;7440-39-3;Ba;Milieu;Oppervlaktewater voor drinkwaterbereiding;Oppervlaktewater voor drinkwaterbereiding (gericht tot het drinkwaterbedrijf);200;µg/l;;;;;;;;
1740;barium;7440-39-3;Ba;Milieu;Oppervlaktewater zout;Andere oppervlaktewateren achtergrondconcentratie (opgelost);8,9;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);NVT;Niet van toepassing
1767;benalaxyl;71626-11-4;benlxl;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren Indicatief JG-MKN (opgelost);3,0;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);JGM;Jaargemiddelde
1768;benalaxyl;71626-11-4;benlxl;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren Indicatief JG-MKN (totaal);3,0;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;JGM;Jaargemiddelde
1769;benalaxyl;71626-11-4;benlxl;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren Indicatief MAC-MKN (opgelost);5,9;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);MAX;Maximum
1770;benalaxyl;71626-11-4;benlxl;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren Indicatief MAC-MKN (totaal);5,9;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;MAX;Maximum
1771;benalaxyl;71626-11-4;benlxl;Milieu;Oppervlaktewater zout;Andere oppervlaktewateren Indicatief JG-MKN (opgelost);0,30;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);JGM;Jaargemiddelde
1772;benalaxyl;71626-11-4;benlxl;Milieu;Oppervlaktewater zout;Andere oppervlaktewateren Indicatief JG-MKN (totaal);0,30;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;JGM;Jaargemiddelde
1773;benalaxyl;71626-11-4;benlxl;Milieu;Oppervlaktewater zout;Andere oppervlaktewateren Indicatief MAC-MKN (opgelost);0,59;µg/l;OW;Oppervlaktewateren;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);MAX;Maximum
1774;benalaxyl;71626-11-4;benlxl;Milieu;Oppervlaktewater zout;Andere oppervlaktewateren Indicatief MAC-MKN (totaal);0,59;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;MAX;Maximum
1775;benazolin;3813-05-6;benzln;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren Indicatief MTR (opgelost);325;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);P90;90-Percentiel
1776;bendiocarb;22781-23-3;benDocb;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren Indicatief MTR (opgelost);0,0067;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);P90;90-Percentiel
1777;benfluralin (ZZS);1861-40-1;benfn;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren Indicatief MTR (opgelost);0,01;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);P90;90-Percentiel
1778;benodanil;15310-01-7;benodnl;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren Indicatief MTR (opgelost);0,0365;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);P90;90-Percentiel
1779;benomyl (ZZS);17804-35-2;benml;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren MTR (totaal);150;ng/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;P90;90-Percentiel
1780;benomyl (ZZS);17804-35-2;benml;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren MTR (opgelost);150;ng/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);P90;90-Percentiel
1781;benomyl (ZZS);17804-35-2;benml;Milieu;Sediment;Sediment MTR (droge stof);0,6;µg/kg;BS;Bodem/Sediment;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;;
1782;benomyl (ZZS);17804-35-2;benml;Milieu;Oppervlaktewater zoet;log Kp l/kg (zwevend stof);0,91;;OW;Oppervlaktewater;NVT;Niet van toepassing;NVT;Niet van toepassing;NVT;Niet van toepassing
1783;bentazon;25057-89-0;bentzn;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren wettelijk JG-MKN (totaal);73;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;JGM;Jaargemiddelde
1784;bentazon;25057-89-0;bentzn;Milieu;Oppervlaktewater zout;Andere oppervlaktewateren wettelijk JG-MKN (totaal);7,3;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;JGM;Jaargemiddelde
1785;bentazon;25057-89-0;bentzn;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren wettelijk MAC-MKN (totaal);450;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;MAX;Maximum
1786;bentazon;25057-89-0;bentzn;Milieu;Oppervlaktewater zout;Andere oppervlaktewateren wettelijk MAC-MKN (totaal);45;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;MAX;Maximum
1788;bentazon;25057-89-0;bentzn;Milieu;Oppervlaktewater zoet;log Kp l/kg (zwevend stof);0,59;;OW;Oppervlaktewater;NVT;Niet van toepassing;NVT;Niet van toepassing;NVT;Niet van toepassing
1789;bentazon;25057-89-0;bentzn;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren JG-MKN (opgelost);73;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);JGM;Jaargemiddelde
1790;bentazon;25057-89-0;bentzn;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren MAC-MKN (opgelost);450;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);MAX;Maximum
1791;bentazon;25057-89-0;bentzn;Milieu;Oppervlaktewater zout;Andere oppervlaktewateren JG-MKN (opgelost);7,3;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);JGM;Jaargemiddelde
1792;bentazon;25057-89-0;bentzn;Milieu;Oppervlaktewater zout;Andere oppervlaktewateren MAC-MKN (opgelost);45;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);MAX;Maximum
1796;benzaldehyde;100-52-7;BenAh;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren Indicatief MTR (opgelost);7,5;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);P90;90-Percentiel
1799;benzeen (ZZS);71-43-2;Ben;Milieu;Grondwater;Signaleringsparameter  beoordeling grondwatersanering (opgelost);30;µg/l;GW;Grondwater;CONCTTE;(massa)Concentratie;nf;na filtratie;Nee;
1801;benzeen (ZZS);71-43-2;Ben;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren wettelijk JG-MKN (totaal);10;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;JGM;Jaargemiddelde
1802;benzeen (ZZS);71-43-2;Ben;Milieu;Oppervlaktewater zout;Andere oppervlaktewateren wettelijk JG-MKN (totaal);8;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;JGM;Jaargemiddelde
1803;benzeen (ZZS);71-43-2;Ben;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren wettelijk MAC-MKN (totaal);50;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;MAX;Maximum
1804;benzeen (ZZS);71-43-2;Ben;Milieu;Oppervlaktewater zout;Andere oppervlaktewateren wettelijk MAC-MKN (totaal);50;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;MAX;Maximum
1805;benzeen (ZZS);71-43-2;Ben;Milieu;Sediment;Sediment MTR (droge stof);1;mg/kg;BS;Bodem/Sediment;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;;
1806;benzeen (ZZS);71-43-2;Ben;Milieu;Oppervlaktewater zoet;log Kp l/kg (zwevend stof);0,97;;OW;Oppervlaktewater;NVT;Niet van toepassing;NVT;Niet van toepassing;NVT;Niet van toepassing
1822;benzeen (ZZS);71-43-2;Ben;Milieu;Grondwater;Standaardwaarden grondwater (inclusief AC) (opgelost);0,2;µg/l;GW;Grondwater;CONCTTE;(massa)Concentratie;nf;na filtratie;Nee;
1846;benzidine (ZZS);92-87-5;benzdne;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren MTR (totaal);0,6;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;P90;90-Percentiel
1847;benzo[a]antraceen (ZZS);56-55-3;BaA;Milieu;Grondwater;Signaleringsparameter  beoordeling grondwatersanering (opgelost);0,5;µg/l;GW;Grondwater;CONCTTE;(massa)Concentratie;nf;na filtratie;Nee;
1848;benzo[a]antraceen (ZZS);56-55-3;BaA;Milieu;Sediment;Sediment MTR (droge stof);0,4;mg/kg;BS;Bodem/Sediment;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;;
1849;benzo[a]antraceen (ZZS);56-55-3;BaA;Milieu;Oppervlaktewater zoet;log Kp l/kg (zwevend stof);4,86;;OW;Oppervlaktewater;NVT;Niet van toepassing;NVT;Niet van toepassing;NVT;Niet van toepassing
1850;benzo[a]antraceen (ZZS);56-55-3;BaA;Milieu;Oppervlaktewater zout;Andere oppervlaktewateren wettelijk JG-MKN (totaal);0,00027;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;JGM;Jaargemiddelde
1851;benzo[a]antraceen (ZZS);56-55-3;BaA;Milieu;Oppervlaktewater zout;Andere oppervlaktewateren wettelijk MAC-MKN (totaal);0,012;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;MAX;Maximum
1853;benzo[a]antraceen (ZZS);56-55-3;BaA;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren wettelijk JG-MKN (totaal);0,00064;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;JGM;Jaargemiddelde
1854;benzo[a]antraceen (ZZS);56-55-3;BaA;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren wettelijk MAC-MKN (totaal);0,28;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;MAX;Maximum
1855;benzo[a]antraceen (ZZS);56-55-3;BaA;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren JG-MKN (opgelost);0,00023;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);JGM;Jaargemiddelde
1856;benzo[a]antraceen (ZZS);56-55-3;BaA;Milieu;Oppervlaktewater zout;Andere oppervlaktewateren JG-MKN (opgelost);0,00023;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);JGM;Jaargemiddelde
1857;benzo[a]antraceen (ZZS);56-55-3;BaA;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren MAC-MKN (opgelost);0,1;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);MAX;Maximum
1858;benzo[a]antraceen (ZZS);56-55-3;BaA;Milieu;Oppervlaktewater zout;Andere oppervlaktewateren MAC-MKN (opgelost);0,01;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);MAX;Maximum
1861;benzo[a]antraceen (ZZS);56-55-3;BaA;Milieu;Grondwater;Standaardwaarden grondwater (inclusief AC) (opgelost);0,0001;µg/l;GW;Grondwater;CONCTTE;(massa)Concentratie;nf;na filtratie;Nee;
1886;benzo[a]pyreen (ZZS);50-32-8;BaP;Milieu;Grondwater;Signaleringsparameter  beoordeling grondwatersanering (opgelost);0,05;µg/l;GW;Grondwater;CONCTTE;(massa)Concentratie;nf;na filtratie;Nee;
1888;benzo[a]pyreen (ZZS);50-32-8;BaP;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren wettelijk JG-MKN (totaal);1,7E-04;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;JGM;Jaargemiddelde
1889;benzo[a]pyreen (ZZS);50-32-8;BaP;Milieu;Oppervlaktewater zout;Andere oppervlaktewateren wettelijk JG-MKN (totaal);1,7E-04;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;JGM;Jaargemiddelde
1890;benzo[a]pyreen (ZZS);50-32-8;BaP;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren wettelijk MAC-MKN (totaal);0,27;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;MAX;Maximum
1891;benzo[a]pyreen (ZZS);50-32-8;BaP;Milieu;Oppervlaktewater zout;Andere oppervlaktewateren wettelijk MAC-MKN (totaal);0,027;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;MAX;Maximum
1893;benzo[a]pyreen (ZZS);50-32-8;BaP;Milieu;Sediment;Sediment MTR (droge stof);3;mg/kg;BS;Bodem/Sediment;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;;
1894;benzo[a]pyreen (ZZS);50-32-8;BaP;Milieu;Oppervlaktewater zoet;log Kp l/kg (zwevend stof);5,04;;OW;Oppervlaktewater;NVT;Niet van toepassing;NVT;Niet van toepassing;NVT;Niet van toepassing
1899;benzo[a]pyreen (ZZS);50-32-8;BaP;Milieu;Grondwater;Standaardwaarden grondwater (inclusief AC) (opgelost);0,0005;µg/l;GW;Grondwater;CONCTTE;(massa)Concentratie;nf;na filtratie;Nee;
1926;benzo[b]fluoranteen (ZZS);205-99-2;BbF;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren wettelijk MAC-MKN (totaal);0,017;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;MAX;Maximum
1927;benzo[b]fluoranteen (ZZS);205-99-2;BbF;Milieu;Oppervlaktewater zout;Andere oppervlaktewateren wettelijk MAC-MKN (totaal);0,017;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;MAX;Maximum
1928;benzo[b]fluoranteen (ZZS);205-99-2;BbF;Milieu;Sediment;Sediment MTR (standaard Sediment met 10% organisch materiaal);810;µg/kg;BS;Bodem/Sediment;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;;
1929;benzo[b]fluoranteen (ZZS);205-99-2;BbF;Milieu;Oppervlaktewater zoet;log Kp l/kg (zwevend stof);4,98;;OW;Oppervlaktewater;NVT;Niet van toepassing;NVT;Niet van toepassing;NVT;Niet van toepassing
1932;benzo[e]pyreen (ZZS);192-97-2;BeP;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren Indicatief MTR (opgelost);1,47E-03;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);P90;90-Percentiel
1935;benzo[g,h,i]peryleen (ZZS);191-24-2;BghiPe;Milieu;Grondwater;Signaleringsparameter  beoordeling grondwatersanering (opgelost);0,05;µg/l;GW;Grondwater;CONCTTE;(massa)Concentratie;nf;na filtratie;Nee;
1938;benzo[g,h,i]peryleen (ZZS);191-24-2;BghiPe;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren wettelijk MAC-MKN (totaal);8,2E-03;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;MAX;Maximum
1939;benzo[g,h,i]peryleen (ZZS);191-24-2;BghiPe;Milieu;Oppervlaktewater zout;Andere oppervlaktewateren wettelijk MAC-MKN (totaal);8,2E-04;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;MAX;Maximum
1941;benzo[g,h,i]peryleen (ZZS);191-24-2;BghiPe;Milieu;Sediment;Sediment MTR (droge stof);8;mg/kg;BS;Bodem/Sediment;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;;
1942;benzo[g,h,i]peryleen (ZZS);191-24-2;BghiPe;Milieu;Oppervlaktewater zoet;log Kp l/kg (zwevend stof);5,7;;OW;Oppervlaktewater;NVT;Niet van toepassing;NVT;Niet van toepassing;NVT;Niet van toepassing
1945;benzo[g,h,i]peryleen (ZZS);191-24-2;BghiPe;Milieu;Grondwater;Standaardwaarden grondwater (inclusief AC) (opgelost);0,0003;µg/l;GW;Grondwater;CONCTTE;(massa)Concentratie;nf;na filtratie;Nee;
1970;benzo[j]fluoranteen (ZZS);205-82-3;BjF;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren Indicatief MTR (opgelost);1,97E-03;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);P90;90-Percentiel
1973;benzo[k]fluoranteen (ZZS);207-08-9;BkF;Milieu;Grondwater;Signaleringsparameter  beoordeling grondwatersanering (opgelost);0,05;µg/l;GW;Grondwater;CONCTTE;(massa)Concentratie;nf;na filtratie;Nee;
1976;benzo[k]fluoranteen (ZZS);207-08-9;BkF;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren wettelijk MAC-MKN (totaal);0,017;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;MAX;Maximum
1977;benzo[k]fluoranteen (ZZS);207-08-9;BkF;Milieu;Oppervlaktewater zout;Andere oppervlaktewateren wettelijk MAC-MKN (totaal);0,017;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;MAX;Maximum
1979;benzo[k]fluoranteen (ZZS);207-08-9;BkF;Milieu;Sediment;Sediment MTR (droge stof);2;mg/kg;BS;Bodem/Sediment;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;;
1980;benzo[k]fluoranteen (ZZS);207-08-9;BkF;Milieu;Oppervlaktewater zoet;log Kp l/kg (zwevend stof);5,07;;OW;Oppervlaktewater;NVT;Niet van toepassing;NVT;Niet van toepassing;NVT;Niet van toepassing
1983;benzo[k]fluoranteen (ZZS);207-08-9;BkF;Milieu;Grondwater;Standaardwaarden grondwater (inclusief AC) (opgelost);0,0004;µg/l;GW;Grondwater;CONCTTE;(massa)Concentratie;nf;na filtratie;Nee;
2008;benzonitril;100-47-0;benzntl;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren Indicatief MTR (opgelost);15;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);P90;90-Percentiel
2009;2-aminobenzothiazool;136-95-8;2Aobztzl;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren Indicatief MTR (opgelost);1;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);P90;90-Percentiel
2011;benzothiazool;95-16-9;benztazl;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren Indicatief MTR (opgelost);64;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);P90;90-Percentiel
2013;benzoximaat;29104-30-1;benzxmt;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren Indicatief MTR (opgelost);0,00114;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);P90;90-Percentiel
2014;benzoylprop-ethyl;22212-55-1;benzyppC2y;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren Indicatief MTR (opgelost);0,000282;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);P90;90-Percentiel
2015;fenylmethanol;100-51-6;aHOxTol;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren Indicatief MTR (opgelost);10;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);P90;90-Percentiel
2016;fenylmethanol;100-51-6;aHOxTol;Milieu;Sediment;Sediment Indicatief MTR (droge stof);35,6;µg/kg;BS;Bodem/Sediment;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;;
2019;benzylbutylftalaat (ZZS);85-68-7;benzC4yFt;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren Indicatief MTR (opgelost);7,5;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);P90;90-Percentiel
2020;benzylbutylftalaat (ZZS);85-68-7;benzC4yFt;Milieu;Sediment;Sediment Indicatief MTR (droge stof);4,66E+03;µg/kg;BS;Bodem/Sediment;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;;
2046;beryllium (ZZS);7440-41-7;Be;Milieu;Grondwater;Grondwater streefwaarde diep (opgelost);0,05;µg/l;GW;Grondwater;CONCTTE;(massa)Concentratie;nf;na filtratie;Nee;
2047;beryllium (ZZS);7440-41-7;Be;Milieu;Grondwater;Grondwater indicatief niveau voor ernstige verontreiniging (opgelost);15;µg/l;GW;Grondwater;CONCTTE;(massa)Concentratie;nf;na filtratie;Nee;
2048;beryllium (ZZS);7440-41-7;Be;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren achtergrondconcentratie (opgelost);0,02;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);NVT;Niet van toepassing
2049;beryllium (ZZS);7440-41-7;Be;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren wettelijk JG-MKN (opgelost);0,08;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);JGM;Jaargemiddelde
2050;beryllium (ZZS);7440-41-7;Be;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren wettelijk MAC-MKN (opgelost);0,813;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);MAX;Maximum
2053;beryllium (ZZS);7440-41-7;Be;Milieu;Sediment;Sediment landelijke achtergrondconcentratie (droge stof);1,1;mg/kg;BS;Bodem/Sediment;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;;
2057;beryllium (ZZS);7440-41-7;Be;Milieu;Oppervlaktewater zoet;log Kp l/kg (zwevend stof);2,93;;OW;Oppervlaktewater;NVT;Niet van toepassing;NVT;Niet van toepassing;NVT;Niet van toepassing
2061;beta-broom-beta-nitrostyreen;7166-19-0;bBrbNO2srn;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren Indicatief MTR (opgelost);0,02;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);P90;90-Percentiel
2062;cyfluthrin;68359-37-5;cyftn;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren Indicatief MTR (opgelost);0,0002;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);P90;90-Percentiel
2064;17beta-estradiol;50-28-2;17bestDol;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren Indicatief MTR (opgelost);1,43E-01;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);P90;90-Percentiel
2068;beta-hexachloorcyclohexaan (ZZS);319-85-7;bHCH;Milieu;Sediment;Sediment MTR (droge stof);920;µg/kg;BS;Bodem/Sediment;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;;
2069;beta-hexachloorcyclohexaan (ZZS);319-85-7;bHCH;Milieu;Oppervlaktewater zoet;log Kp l/kg (zwevend stof);3,36;;OW;Oppervlaktewater;NVT;Niet van toepassing;NVT;Niet van toepassing;NVT;Niet van toepassing
2070;beta-hexachloorcyclohexaan (ZZS);319-85-7;bHCH;Milieu;Grondwater;Standaardwaarden grondwater (inclusief AC) (opgelost);8;ng/l;GW;Grondwater;CONCTTE;(massa)Concentratie;nf;na filtratie;Nee;
2096;bifenox;42576-02-3;bfnx;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren wettelijk JG-MKN (totaal);0,012;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;JGM;Jaargemiddelde
2097;bifenox;42576-02-3;bfnx;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren wettelijk MAC-MKN (totaal);0,04;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;MAX;Maximum
2098;bifenox;42576-02-3;bfnx;Milieu;Oppervlaktewater zout;Andere oppervlaktewateren wettelijk JG-MKN (totaal);0,0012;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;JGM;Jaargemiddelde
